_id;Chapter;Book;Page;Sentence;Tagged;Mapped;Lemma
70;Welcome;I;13;George: I’m at William Ellis School.;[('George', 'NNP'), (':', ':'), ('I’m', 'NN'), ('at', 'IN'), ('William', 'NNP'), ('Ellis', 'NNP'), ('School', 'NNP'), ('.', '.')];{'School': ['School'], '.': ['.'], 'George': ['George'], 'Ellis': ['Ellis'], 'William': ['William'], 'I’m': ['I’m'], 'at': ['at'], ':': [':']};['George', ':', 'I’m', 'at', 'William', 'Ellis', 'School', '.']
71;Welcome;I;13;It’s a school for boys.;[('It’s', 'NNP'), ('a', 'DT'), ('school', 'NN'), ('for', 'IN'), ('boys', 'NNS'), ('.', '.')];{'a': ['a'], 'for': ['for'], '.': ['.'], 'boy': ['boys'], 'school': ['school'], 'It’s': ['It’s']};['It’s', 'a', 'school', 'for', 'boy', '.']
72;Welcome;I;13;Emma: Rajiv is at William Ellis, too.;[('Emma', 'NN'), (':', ':'), ('Rajiv', 'NN'), ('is', 'VBZ'), ('at', 'IN'), ('William', 'NNP'), ('Ellis', 'NNP'), (',', ','), ('too', 'RB'), ('.', '.')];{'.': ['.'], 'Ellis': ['Ellis'], 'Rajiv': ['Rajiv'], 'too': ['too'], 'at': ['at'], ',': [','], 'Emma': ['Emma'], ':': [':'], 'is': ['is'], 'William': ['William']};['Emma', ':', 'Rajiv', 'is', 'at', 'William', 'Ellis', ',', 'too', '.']
73;Welcome;I;13;He’s my friend.;[('He’s', 'NNP'), ('my', 'PRP$'), ('friend', 'NN'), ('.', '.')];{'friend': ['friend'], '.': ['.'], 'my': ['my'], 'He’s': ['He’s']};['He’s', 'my', 'friend', '.']
74;Welcome;I;13;George: Is Rajiv a football fan?;[('George', 'NNP'), (':', ':'), ('Is', 'VBZ'), ('Rajiv', 'NNP'), ('a', 'DT'), ('football', 'NN'), ('fan', 'NN'), ('?', '.')];{'a': ['a'], 'fan': ['fan'], 'football': ['football'], 'George': ['George'], 'Is': ['Is'], ':': [':'], 'Rajiv': ['Rajiv'], '?': ['?']};['George', ':', 'Is', 'Rajiv', 'a', 'football', 'fan', '?']
75;Welcome;I;13;Caroline: Oh, George!;[('Caroline', 'NN'), (':', ':'), ('Oh', 'UH'), (',', ','), ('George', 'NNP'), ('!', '.')];{'Caroline': ['Caroline'], '!': ['!'], 'George': ['George'], ',': [','], 'Oh': ['Oh'], ':': [':']};['Caroline', ':', 'Oh', ',', 'George', '!']
76;Welcome;I;13;Emma: Yes, he is.;[('Emma', 'NN'), (':', ':'), ('Yes', 'UH'), (',', ','), ('he', 'PRP'), ('is', 'VBZ'), ('.', '.')];{'.': ['.'], 'Emma': ['Emma'], 'he': ['he'], 'is': ['is'], ',': [','], ':': [':'], 'Yes': ['Yes']};['Emma', ':', 'Yes', ',', 'he', 'is', '.']
77;Welcome;I;13;His favourite team is Arsenal.;[('His', 'PRP$'), ('favourite', 'JJ'), ('team', 'NN'), ('is', 'VBZ'), ('Arsenal', 'NNP'), ('.', '.')];{'.': ['.'], 'Arsenal': ['Arsenal'], 'team': ['team'], 'His': ['His'], 'is': ['is'], 'favourite': ['favourite']};['His', 'favourite', 'team', 'is', 'Arsenal', '.']
78;Welcome;I;13;George: Oh no – Arsenal!;[('George', 'NNP'), (':', ':'), ('Oh', 'UH'), ('no', 'DT'), ('–', 'JJ'), ('Arsenal', 'NNP'), ('!', '.')];{'–': ['–'], '!': ['!'], 'George': ['George'], 'Arsenal': ['Arsenal'], 'Oh': ['Oh'], ':': [':'], 'no': ['no']};['George', ':', 'Oh', 'no', '–', 'Arsenal', '!']
79;Welcome;I;13;Emma: My brother Jack is a football fan, too.;[('Emma', 'NN'), (':', ':'), ('My', 'PRP$'), ('brother', 'NN'), ('Jack', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('football', 'NN'), ('fan', 'NN'), (',', ','), ('too', 'RB'), ('.', '.')];{'a': ['a'], 'My': ['My'], 'fan': ['fan'], ':': [':'], 'Emma': ['Emma'], 'Jack': ['Jack'], '.': ['.'], 'football': ['football'], 'brother': ['brother'], ',': [','], 'is': ['is'], 'too': ['too']};['Emma', ':', 'My', 'brother', 'Jack', 'is', 'a', 'football', 'fan', ',', 'too', '.']
80;Welcome;I;13;He’s sixteen.;[('He’s', 'NNP'), ('sixteen', 'NN'), ('.', '.')];{'sixteen': ['sixteen'], '.': ['.'], 'He’s': ['He’s']};['He’s', 'sixteen', '.']
81;Welcome;I;13;Caroline: So he isn’t a baby like George.;[('Caroline', 'NN'), (':', ':'), ('So', 'RB'), ('he', 'PRP'), ('isn’t', 'VBZ'), ('a', 'DT'), ('baby', 'NN'), ('like', 'IN'), ('George', 'NNP'), ('.', '.')];{'a': ['a'], '.': ['.'], 'isn’t': ['isn’t'], 'So': ['So'], 'George': ['George'], 'he': ['he'], 'Caroline': ['Caroline'], ':': [':'], 'like': ['like'], 'baby': ['baby']};['Caroline', ':', 'So', 'he', 'isn’t', 'a', 'baby', 'like', 'George', '.']
82;Welcome;I;13;George: A baby?;[('George', 'NNP'), (':', ':'), ('A', 'DT'), ('baby', 'NN'), ('?', '.')];{'baby': ['baby'], ':': [':'], '?': ['?'], 'A': ['A'], 'George': ['George']};['George', ':', 'A', 'baby', '?']
83;Welcome;I;13;Pink elephants on the bed – ha, you’re the baby!;[('Pink', 'NNP'), ('elephants', 'NNS'), ('on', 'IN'), ('the', 'DT'), ('bed', 'NN'), ('–', 'NNP'), ('ha', 'NN'), (',', ','), ('you’re', 'VBP'), ('the', 'DT'), ('baby', 'NN'), ('!', '.')];{'–': ['–'], 'baby': ['baby'], 'ha': ['ha'], 'Pink': ['Pink'], 'on': ['on'], ',': [','], 'the': ['the', 'the'], 'you’re': ['you’re'], '!': ['!'], 'bed': ['bed'], 'elephant': ['elephants']};['Pink', 'elephant', 'on', 'the', 'bed', '–', 'ha', ',', 'you’re', 'the', 'baby', '!']
84;1/A;I;14;Monday, Monday;[('Monday', 'NNP'), (',', ','), ('Monday', 'NNP')];{',': [','], 'Monday': ['Monday', 'Monday']};['Monday', ',', 'Monday']
85;1/A;I;14;What’s in your school bag?;[('What’s', 'NNP'), ('in', 'IN'), ('your', 'PRP$'), ('school', 'NN'), ('bag', 'NN'), ('?', '.')];{'What’s': ['What’s'], 'school': ['school'], 'your': ['your'], 'in': ['in'], 'bag': ['bag'], '?': ['?']};['What’s', 'in', 'your', 'school', 'bag', '?']
86;1/A;I;14;There are pens in my school bag.;[('There', 'EX'), ('are', 'VBP'), ('pens', 'NNS'), ('in', 'IN'), ('my', 'PRP$'), ('school', 'NN'), ('bag', 'NN'), ('.', '.')];{'.': ['.'], 'There': ['There'], 'bag': ['bag'], 'are': ['are'], 'school': ['school'], 'my': ['my'], 'in': ['in'], 'pen': ['pens']};['There', 'are', 'pen', 'in', 'my', 'school', 'bag', '.']
87;1/A;I;14;What’s in your school bag?;[('What’s', 'NNP'), ('in', 'IN'), ('your', 'PRP$'), ('school', 'NN'), ('bag', 'NN'), ('?', '.')];{'What’s': ['What’s'], 'school': ['school'], 'your': ['your'], 'in': ['in'], 'bag': ['bag'], '?': ['?']};['What’s', 'in', 'your', 'school', 'bag', '?']
88;1/A;I;14;Oh no! Where’s my pen?;[('Oh', 'UH'), ('no', 'DT'), ('!', '.'), ('Where’s', 'NNP'), ('my', 'PRP$'), ('pen', 'NN'), ('?', '.')];{'!': ['!'], 'Where’s': ['Where’s'], 'Oh': ['Oh'], 'my': ['my'], 'no': ['no'], 'pen': ['pen'], '?': ['?']};['Oh', 'no', '!', 'Where’s', 'my', 'pen', '?']
89;1/A;I;14;Pencils, paper, scissors, glue, and my homework planner, too.;[('Pencils', 'NNS'), (',', ','), ('paper', 'NN'), (',', ','), ('scissors', 'NNS'), (',', ','), ('glue', 'NN'), (',', ','), ('and', 'CC'), ('my', 'PRP$'), ('homework', 'NN'), ('planner', 'NN'), (',', ','), ('too', 'RB'), ('.', '.')];{'Pencils': ['Pencils'], '.': ['.'], 'scissors': ['scissors'], ',': [',', ',', ',', ',', ','], 'homework': ['homework'], 'glue': ['glue'], 'planner': ['planner'], 'paper': ['paper'], 'and': ['and'], 'my': ['my'], 'too': ['too']};['Pencils', ',', 'paper', ',', 'scissors', ',', 'glue', ',', 'and', 'my', 'homework', 'planner', ',', 'too', '.']
90;1/A;I;14;I can’t find it again.;[('I', 'PRP'), ('can’t', 'VBP'), ('find', 'VB'), ('it', 'PRP'), ('again', 'RB'), ('.', '.')];{'.': ['.'], 'I': ['I'], 'again': ['again'], 'it': ['it'], 'find': ['find'], 'can’t': ['can’t']};['I', 'can’t', 'find', 'it', 'again', '.']
91;1/A;I;14;Ruler, mobile, pocket money – I can’t find things.;[('Ruler', 'NNP'), (',', ','), ('mobile', 'NN'), (',', ','), ('pocket', 'NN'), ('money', 'NN'), ('–', 'NN'), ('I', 'PRP'), ('can’t', 'VBP'), ('find', 'JJ'), ('things', 'NNS'), ('.', '.')];{'–': ['–'], '.': ['.'], 'money': ['money'], 'pocket': ['pocket'], 'Ruler': ['Ruler'], 'thing': ['things'], ',': [',', ','], 'mobile': ['mobile'], 'can’t': ['can’t'], 'find': ['find'], 'I': ['I']};['Ruler', ',', 'mobile', ',', 'pocket', 'money', '–', 'I', 'can’t', 'find', 'thing', '.']
92;1/A;I;14;That’s not funny!;[('That’s', 'NNP'), ('not', 'RB'), ('funny', 'RB'), ('!', '.')];{'funny': ['funny'], 'not': ['not'], 'That’s': ['That’s'], '!': ['!']};['That’s', 'not', 'funny', '!']
93;1/A;I;14;It’s another Monday, not a number one day.;[('It’s', 'NNP'), ('another', 'DT'), ('Monday', 'NNP'), (',', ','), ('not', 'RB'), ('a', 'DT'), ('number', 'NN'), ('one', 'CD'), ('day', 'NN'), ('.', '.')];{'a': ['a'], '.': ['.'], 'not': ['not'], 'day': ['day'], ',': [','], 'It’s': ['It’s'], 'one': ['one'], 'number': ['number'], 'another': ['another'], 'Monday': ['Monday']};['It’s', 'another', 'Monday', ',', 'not', 'a', 'number', 'one', 'day', '.']
94;1/A;I;15;Need help?;[('Need', 'VB'), ('help', 'NN'), ('?', '.')];{'Need': ['Need'], '?': ['?'], 'help': ['help']};['Need', 'help', '?']
95;1/A;I;15;Example: There is a red pen on George’s bed.;[('Example', 'NN'), (':', ':'), ('There', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('red', 'JJ'), ('pen', 'NN'), ('on', 'IN'), ('George’s', 'NNP'), ('bed', 'NN'), ('.', '.')];{'a': ['a'], 'bed': ['bed'], 'pen': ['pen'], 'There': ['There'], 'Example': ['Example'], 'on': ['on'], 'red': ['red'], ':': [':'], 'George’s': ['George’s'], 'is': ['is'], '.': ['.']};['Example', ':', 'There', 'is', 'a', 'red', 'pen', 'on', 'George’s', 'bed', '.']
96;1/A;I;15;There are books next to Caroline’s bed.;[('There', 'EX'), ('are', 'VBP'), ('books', 'NNS'), ('next', 'IN'), ('to', 'TO'), ('Caroline’s', 'NNP'), ('bed', 'NN'), ('.', '.')];{'.': ['.'], 'book': ['books'], 'to': ['to'], 'are': ['are'], 'There': ['There'], 'next': ['next'], 'Caroline’s': ['Caroline’s'], 'bed': ['bed']};['There', 'are', 'book', 'next', 'to', 'Caroline’s', 'bed', '.']
97;1/A;I;15;There is an exercise book on Caroline’s bed.;[('There', 'EX'), ('is', 'VBZ'), ('an', 'DT'), ('exercise', 'NN'), ('book', 'NN'), ('on', 'IN'), ('Caroline’s', 'NNP'), ('bed', 'NN'), ('.', '.')];{'.': ['.'], 'book': ['book'], 'bed': ['bed'], 'There': ['There'], 'on': ['on'], 'Caroline’s': ['Caroline’s'], 'an': ['an'], 'is': ['is'], 'exercise': ['exercise']};['There', 'is', 'an', 'exercise', 'book', 'on', 'Caroline’s', 'bed', '.']
98;1/A;I;15;That’s right./ That’s wrong.;[('That’s', 'NNP'), ('right./', 'NN'), ('That’s', 'NNP'), ('wrong', 'NN'), ('.', '.')];{'right./': ['right./'], '.': ['.'], 'That’s': ['That’s', 'That’s'], 'wrong': ['wrong']};['That’s', 'right./', 'That’s', 'wrong', '.']
99;1/A;I;15;Now where is my pencil case?;[('Now', 'RB'), ('where', 'WRB'), ('is', 'VBZ'), ('my', 'PRP$'), ('pencil', 'NN'), ('case', 'NN'), ('?', '.')];{'where': ['where'], '?': ['?'], 'Now': ['Now'], 'pencil': ['pencil'], 'my': ['my'], 'is': ['is'], 'case': ['case']};['Now', 'where', 'is', 'my', 'pencil', 'case', '?']
100;1/A;I;15;Books, apple and sandwiches for school.;[('Books', 'NNP'), (',', ','), ('apple', 'NN'), ('and', 'CC'), ('sandwiches', 'NNS'), ('for', 'IN'), ('school', 'NN'), ('.', '.')];{'Books': ['Books'], 'sandwich': ['sandwiches'], '.': ['.'], 'for': ['for'], 'school': ['school'], ',': [','], 'and': ['and'], 'apple': ['apple']};['Books', ',', 'apple', 'and', 'sandwich', 'for', 'school', '.']
101;1/A;I;15;Now my bag is heavy – that’s not cool!;[('Now', 'RB'), ('my', 'PRP$'), ('bag', 'NN'), ('is', 'VBZ'), ('heavy', 'JJ'), ('–', 'NNS'), ('that’s', 'IN'), ('not', 'RB'), ('cool', 'JJ'), ('!', '.')];{'–': ['–'], 'not': ['not'], 'bag': ['bag'], 'heavy': ['heavy'], 'cool': ['cool'], 'Now': ['Now'], 'my': ['my'], '!': ['!'], 'is': ['is'], 'that’s': ['that’s']};['Now', 'my', 'bag', 'is', 'heavy', '–', 'that’s', 'not', 'cool', '!']
102;1/A;I;15;It’s never, never in its place.;[('It’s', 'NNP'), ('never', 'RB'), (',', ','), ('never', 'RB'), ('in', 'IN'), ('its', 'PRP$'), ('place', 'NN'), ('.', '.')];{'.': ['.'], 'place': ['place'], ',': [','], 'It’s': ['It’s'], 'never': ['never', 'never'], 'it': ['its'], 'in': ['in']};['It’s', 'never', ',', 'never', 'in', 'it', 'place', '.']
103;1/A;I;15;Oh no, here’s the bus!;[('Oh', 'UH'), ('no', 'DT'), (',', ','), ('here’s', 'VBZ'), ('the', 'DT'), ('bus', 'NN'), ('!', '.')];{',': [','], '!': ['!'], 'the': ['the'], 'Oh': ['Oh'], 'no': ['no'], 'here’s': ['here’s'], 'bus': ['bus']};['Oh', 'no', ',', 'here’s', 'the', 'bus', '!']
104;1/A;I;15;And it can’t wait for us.;[('And', 'CC'), ('it', 'PRP'), ('can’t', 'VBZ'), ('wait', 'NN'), ('for', 'IN'), ('us', 'PRP'), ('.', '.')];{'for': ['for'], 'u': ['us'], 'And': ['And'], 'it': ['it'], 'wait': ['wait'], '.': ['.'], 'can’t': ['can’t']};['And', 'it', 'can’t', 'wait', 'for', 'u', '.']
105;1/A;I;15;under;[('under', 'IN')];{'under': ['under']};['under']
106;1/A;I;15;It’s another Monday, not a number one day.;[('It’s', 'NNP'), ('another', 'DT'), ('Monday', 'NNP'), (',', ','), ('not', 'RB'), ('a', 'DT'), ('number', 'NN'), ('one', 'CD'), ('day', 'NN'), ('.', '.')];{'a': ['a'], '.': ['.'], 'not': ['not'], 'day': ['day'], ',': [','], 'It’s': ['It’s'], 'one': ['one'], 'number': ['number'], 'another': ['another'], 'Monday': ['Monday']};['It’s', 'another', 'Monday', ',', 'not', 'a', 'number', 'one', 'day', '.']
107;1/B;I;16;Where’s your tie?;[('Where’s', 'IN'), ('your', 'PRP$'), ('tie', 'NN'), ('?', '.')];{'Where’s': ['Where’s'], '?': ['?'], 'your': ['your'], 'tie': ['tie']};['Where’s', 'your', 'tie', '?']
108;1/B;I;16;It is George’s first day at William Ellis School for Boys.;[('It', 'PRP'), ('is', 'VBZ'), ('George’s', 'NNP'), ('first', 'RB'), ('day', 'NN'), ('at', 'IN'), ('William', 'NNP'), ('Ellis', 'NNP'), ('School', 'NNP'), ('for', 'IN'), ('Boys', 'NNP'), ('.', '.')];{'for': ['for'], 'School': ['School'], 'It': ['It'], 'Ellis': ['Ellis'], 'at': ['at'], '.': ['.'], 'Boys': ['Boys'], 'first': ['first'], 'George’s': ['George’s'], 'William': ['William'], 'day': ['day'], 'is': ['is']};['It', 'is', 'George’s', 'first', 'day', 'at', 'William', 'Ellis', 'School', 'for', 'Boys', '.']
109;1/B;I;16;Yes, Dad.;[('Yes', 'UH'), (',', ','), ('Dad', 'NNP'), ('.', '.')];{',': [','], '.': ['.'], 'Dad': ['Dad'], 'Yes': ['Yes']};['Yes', ',', 'Dad', '.']
110;1/B;I;16;It’s in my school bag.;[('It’s', 'NN'), ('in', 'IN'), ('my', 'PRP$'), ('school', 'NN'), ('bag', 'NN'), ('.', '.')];{'.': ['.'], 'school': ['school'], 'It’s': ['It’s'], 'my': ['my'], 'in': ['in'], 'bag': ['bag']};['It’s', 'in', 'my', 'school', 'bag', '.']
111;1/B;I;16;Dad, I’m not a baby.;[('Dad', 'NNP'), (',', ','), ('I’m', 'NNP'), ('not', 'RB'), ('a', 'DT'), ('baby', 'NN'), ('.', '.')];{'a': ['a'], '.': ['.'], 'baby': ['baby'], 'not': ['not'], 'I’m': ['I’m'], ',': [','], 'Dad': ['Dad']};['Dad', ',', 'I’m', 'not', 'a', 'baby', '.']
112;1/B;I;16;I’m eleven.;[('I’m', 'NNP'), ('eleven', 'RB'), ('.', '.')];{'eleven': ['eleven'], '.': ['.'], 'I’m': ['I’m']};['I’m', 'eleven', '.']
113;1/B;I;16;George, you’re late.;[('George', 'NNP'), (',', ','), ('you’re', 'NN'), ('late', 'RB'), ('.', '.')];{',': [','], 'late': ['late'], 'you’re': ['you’re'], '.': ['.'], 'George': ['George']};['George', ',', 'you’re', 'late', '.']
114;1/B;I;16;Bye, Dad.;[('Bye', 'NNP'), (',', ','), ('Dad', 'NNP'), ('.', '.')];{'Dad': ['Dad'], ',': [','], '.': ['.'], 'Bye': ['Bye']};['Bye', ',', 'Dad', '.']
115;1/B;I;16;Wow! Football cards.;[('Wow', 'NN'), ('!', '.'), ('Football', 'NN'), ('cards', 'NNS'), ('.', '.')];{'Football': ['Football'], '.': ['.'], 'Wow': ['Wow'], '!': ['!'], 'card': ['cards']};['Wow', '!', 'Football', 'card', '.']
116;1/B;I;16;I’m a Manchester United fan.;[('I’m', 'NNP'), ('a', 'DT'), ('Manchester', 'NNP'), ('United', 'NNP'), ('fan', 'NN'), ('.', '.')];{'a': ['a'], 'fan': ['fan'], '.': ['.'], 'Manchester': ['Manchester'], 'I’m': ['I’m'], 'United': ['United']};['I’m', 'a', 'Manchester', 'United', 'fan', '.']
117;1/B;I;16;Bye!;[('Bye', 'NN'), ('!', '.')];{'Bye': ['Bye'], '!': ['!']};['Bye', '!']
118;1/B;I;16;Oh, sorry!;[('Oh', 'UH'), (',', ','), ('sorry', 'JJ'), ('!', '.')];{'Oh': ['Oh'], '!': ['!'], 'sorry': ['sorry'], ',': [',']};['Oh', ',', 'sorry', '!']
119;1/B;I;16;Yes! My team is Arsenal.;[('Yes', 'UH'), ('!', '.'), ('My', 'PRP$'), ('team', 'NN'), ('is', 'VBZ'), ('Arsenal', 'NNP'), ('.', '.')];{'My': ['My'], '!': ['!'], 'Yes': ['Yes'], 'Arsenal': ['Arsenal'], 'team': ['team'], '.': ['.'], 'is': ['is']};['Yes', '!', 'My', 'team', 'is', 'Arsenal', '.']
120;1/B;I;16;I’m from Manchester.;[('I’m', 'NN'), ('from', 'IN'), ('Manchester', 'NNP'), ('.', '.')];{'.': ['.'], 'from': ['from'], 'Manchester': ['Manchester'], 'I’m': ['I’m']};['I’m', 'from', 'Manchester', '.']
121;1/B;I;16;I’m George.;[('I’m', 'NNP'), ('George', 'NNP'), ('.', '.')];{'.': ['.'], 'George': ['George'], 'I’m': ['I’m']};['I’m', 'George', '.']
122;1/B;I;16;Hi, I’m Charlie.;[('Hi', 'NNP'), (',', ','), ('I’m', 'NNP'), ('Charlie', 'NNP'), ('.', '.')];{',': [','], '.': ['.'], 'Hi': ['Hi'], 'Charlie': ['Charlie'], 'I’m': ['I’m']};['Hi', ',', 'I’m', 'Charlie', '.']
123;1/B;I;16;Oh, a Manchester United card.;[('Oh', 'UH'), (',', ','), ('a', 'DT'), ('Manchester', 'NNP'), ('United', 'NNP'), ('card', 'NN'), ('.', '.')];{'a': ['a'], '.': ['.'], ',': [','], 'Manchester': ['Manchester'], 'Oh': ['Oh'], 'United': ['United'], 'card': ['card']};['Oh', ',', 'a', 'Manchester', 'United', 'card', '.']
124;1/B;I;16;Here, you can have it.;[('Here', 'RB'), (',', ','), ('you', 'PRP'), ('can', 'MD'), ('have', 'VB'), ('it', 'PRP'), ('.', '.')];{'you': ['you'], '.': ['.'], 'Here': ['Here'], 'have': ['have'], ',': [','], 'it': ['it'], 'can': ['can']};['Here', ',', 'you', 'can', 'have', 'it', '.']
125;1/B;I;16;Hey, great! Thanks.;[('Hey', 'NNP'), (',', ','), ('great', 'JJ'), ('!', '.'), ('Thanks', 'NNS'), ('.', '.')];{'.': ['.'], ',': [','], '!': ['!'], 'great': ['great'], 'Thanks': ['Thanks'], 'Hey': ['Hey']};['Hey', ',', 'great', '!', 'Thanks', '.']
126;1/B;I;16;What about a game of football after school?;[('What', 'WP'), ('about', 'IN'), ('a', 'DT'), ('game', 'NN'), ('of', 'IN'), ('football', 'NN'), ('after', 'IN'), ('school', 'NN'), ('?', '.')];{'a': ['a'], 'after': ['after'], 'What': ['What'], 'game': ['game'], 'school': ['school'], 'of': ['of'], '?': ['?'], 'football': ['football'], 'about': ['about']};['What', 'about', 'a', 'game', 'of', 'football', 'after', 'school', '?']
127;1/B;I;16;Great idea!;[('Great', 'NNP'), ('idea', 'NN'), ('!', '.')];{'Great': ['Great'], '!': ['!'], 'idea': ['idea']};['Great', 'idea', '!']
128;1/B;I;16;Hmm, Acland Burghley?;[('Hmm', 'NNP'), (',', ','), ('Acland', 'NNP'), ('Burghley', 'NNP'), ('?', '.')];{',': [','], 'Burghley': ['Burghley'], '?': ['?'], 'Hmm': ['Hmm'], 'Acland': ['Acland']};['Hmm', ',', 'Acland', 'Burghley', '?']
129;1/B;I;16;Charlie! This isn’t my school!;[('Charlie', 'NNP'), ('!', '.'), ('This', 'DT'), ('isn’t', 'JJ'), ('my', 'PRP$'), ('school', 'NN'), ('!', '.')];{'isn’t': ['isn’t'], '!': ['!', '!'], 'Charlie': ['Charlie'], 'school': ['school'], 'my': ['my'], 'This': ['This']};['Charlie', '!', 'This', 'isn’t', 'my', 'school', '!']
130;1/B;I;16;I’m at William Ellis.;[('I’m', 'NN'), ('at', 'IN'), ('William', 'NNP'), ('Ellis', 'NNP'), ('.', '.')];{'at': ['at'], '.': ['.'], 'Ellis': ['Ellis'], 'William': ['William'], 'I’m': ['I’m']};['I’m', 'at', 'William', 'Ellis', '.']
131;1/B;I;16;Oh, no. This is Acland Burghley.;[('Oh', 'UH'), (',', ','), ('no', 'DT'), ('.', '.'), ('This', 'DT'), ('is', 'VBZ'), ('Acland', 'NNP'), ('Burghley', 'NNP'), ('.', '.')];{'.': ['.', '.'], 'Burghley': ['Burghley'], ',': [','], 'Oh': ['Oh'], 'no': ['no'], 'This': ['This'], 'is': ['is'], 'Acland': ['Acland']};['Oh', ',', 'no', '.', 'This', 'is', 'Acland', 'Burghley', '.']
132;1/B;I;17;Example: George is eleven.;[('Example', 'NN'), (':', ':'), ('George', 'NNP'), ('is', 'VBZ'), ('eleven', 'RB'), ('.', '.')];{'.': ['.'], 'Example': ['Example'], 'George': ['George'], 'eleven': ['eleven'], ':': [':'], 'is': ['is']};['Example', ':', 'George', 'is', 'eleven', '.']
133;1/B;I;17;What is George’s problem?;[('What', 'WP'), ('is', 'VBZ'), ('George’s', 'NNP'), ('problem', 'NN'), ('?', '.')];{'problem': ['problem'], 'George’s': ['George’s'], 'What': ['What'], 'is': ['is'], '?': ['?']};['What', 'is', 'George’s', 'problem', '?']
134;1/B;I;18;Lady: Are you OK?;[('Lady', 'NN'), (':', ':'), ('Are', 'VBP'), ('you', 'PRP'), ('OK', 'IN'), ('?', '.')];{'you': ['you'], 'Lady': ['Lady'], 'OK': ['OK'], ':': [':'], 'Are': ['Are'], '?': ['?']};['Lady', ':', 'Are', 'you', 'OK', '?']
135;1/B;I;18;George: No, I’m not.;[('George', 'NNP'), (':', ':'), ('No', 'UH'), (',', ','), ('I’m', 'NNP'), ('not', 'RB'), ('.', '.')];{'No': ['No'], 'not': ['not'], 'George': ['George'], 'I’m': ['I’m'], ',': [','], ':': [':'], '.': ['.']};['George', ':', 'No', ',', 'I’m', 'not', '.']
136;1/B;I;18;I’m new here and I’m late, sorry.;[('I’m', 'NNP'), ('new', 'JJ'), ('here', 'RB'), ('and', 'CC'), ('I’m', 'NNP'), ('late', 'RB'), (',', ','), ('sorry', 'NN'), ('.', '.')];{'here': ['here'], 'late': ['late'], 'sorry': ['sorry'], 'I’m': ['I’m', 'I’m'], 'new': ['new'], ',': [','], 'and': ['and'], '.': ['.']};['I’m', 'new', 'here', 'and', 'I’m', 'late', ',', 'sorry', '.']
137;1/B;I;18;I went to the wrong school and … .;[('I', 'PRP'), ('went', 'VBD'), ('to', 'TO'), ('the', 'DT'), ('wrong', 'JJ'), ('school', 'NN'), ('and', 'CC'), ('…', 'NN'), ('.', '.')];{'went': ['went'], '.': ['.'], 'I': ['I'], 'to': ['to'], 'wrong': ['wrong'], 'school': ['school'], 'the': ['the'], 'and': ['and'], '…': ['…']};['I', 'went', 'to', 'the', 'wrong', 'school', 'and', '…', '.']
138;1/B;I;18;Lady: That’s OK.;[('Lady', 'NN'), (':', ':'), ('That’s', 'NNP'), ('OK', 'NNP'), ('.', '.')];{'.': ['.'], 'Lady': ['Lady'], ':': [':'], 'That’s': ['That’s'], 'OK': ['OK']};['Lady', ':', 'That’s', 'OK', '.']
139;1/B;I;18;What’s your name?;[('What’s', 'IN'), ('your', 'PRP$'), ('name', 'NN'), ('?', '.')];{'What’s': ['What’s'], 'name': ['name'], 'your': ['your'], '?': ['?']};['What’s', 'your', 'name', '?']
140;1/B;I;18;George: George Lambraki.;[('George', 'NNP'), (':', ':'), ('George', 'NNP'), ('Lambraki', 'NNP'), ('.', '.')];{'.': ['.'], ':': [':'], 'Lambraki': ['Lambraki'], 'George': ['George', 'George']};['George', ':', 'George', 'Lambraki', '.']
141;1/B;I;18;Lady: Lambraki … You’re in Mr Grey’s class. It’s room 9.;[('Lady', 'NN'), (':', ':'), ('Lambraki', 'NNP'), ('…', 'NNP'), ('You’re', 'NNP'), ('in', 'IN'), ('Mr', 'NNP'), ('Grey’s', 'NNP'), ('class', 'NN'), ('.', '.'), ('It’s', 'NNP'), ('room', 'NN'), ('9', 'CD'), ('.', '.')];{'You’re': ['You’re'], 'room': ['room'], 'Lambraki': ['Lambraki'], 'class': ['class'], ':': [':'], 'Lady': ['Lady'], '.': ['.', '.'], '…': ['…'], 'It’s': ['It’s'], '9': ['9'], 'in': ['in'], 'Grey’s': ['Grey’s'], 'Mr': ['Mr']};['Lady', ':', 'Lambraki', '…', 'You’re', 'in', 'Mr', 'Grey’s', 'class', '.', 'It’s', 'room', '9', '.']
142;1/B;I;18;George: Thank you!;[('George', 'NNP'), (':', ':'), ('Thank', 'NN'), ('you', 'PRP'), ('!', '.')];{'Thank': ['Thank'], 'you': ['you'], ':': [':'], '!': ['!'], 'George': ['George']};['George', ':', 'Thank', 'you', '!']
143;1/B;I;18;George: Sorry I’m late, sir!;[('George', 'NNP'), (':', ':'), ('Sorry', 'NNP'), ('I’m', 'NNP'), ('late', 'RB'), (',', ','), ('sir', 'NN'), ('!', '.')];{'Sorry': ['Sorry'], 'late': ['late'], 'sir': ['sir'], '!': ['!'], 'George': ['George'], 'I’m': ['I’m'], ',': [','], ':': [':']};['George', ':', 'Sorry', 'I’m', 'late', ',', 'sir', '!']
